rep	entropy	dnds	fspec	omega	kappa	lnlik	k	aic
149	3.153046744	0.661082151	f3x4	0.643466	2.67728	-2260159.013	3	4520324.027
149	3.153046744	0.661082151	cf3x4	0.641392	2.63308	-2231140.783	3	4462287.565
149	3.153046744	0.661082151	mg1	0.749908	2.65293	-2222719.779	3	4445445.557
149	3.153046744	0.661082151	mg3	0.719664	2.74231	-2259130.489	3	4518266.977
14	3.16121478	0.730733109	f61	0.656587	2.04281	-2146570.733	3	4293147.466
14	3.16121478	0.730733109	f1x4	0.703971	2.12556	-2137568.873	3	4275143.746
14	3.16121478	0.730733109	f3x4	0.669795	2.17089	-2169700.946	3	4339407.893
14	3.16121478	0.730733109	cf3x4	0.660579	2.06498	-2139625.175	3	4279256.35
14	3.16121478	0.730733109	mg1	0.748854	2.2457	-2136745.321	3	4273496.643
14	3.16121478	0.730733109	mg3	0.693901	2.18708	-2168213.637	3	4336433.274
150	3.39319653	0.592316379	f61	0.542319	1.71422	-2246025.382	3	4492056.765
150	3.39319653	0.592316379	f1x4	0.493251	1.66135	-2299922.196	3	4599850.391
150	3.39319653	0.592316379	f3x4	0.494628	1.85563	-2294391.26	3	4588788.52
150	3.39319653	0.592316379	cf3x4	0.493297	1.71013	-2275153.353	3	4550312.705
150	3.39319653	0.592316379	mg1	0.633574	1.85447	-2298105.393	3	4596216.787
150	3.39319653	0.592316379	mg3	0.637152	2.02469	-2291871.57	3	4583749.14
151	3.121570835	0.538579705	f61	0.442733	1.66692	-2226612.555	3	4453231.109
151	3.121570835	0.538579705	f1x4	0.460105	1.66658	-2235167.027	3	4470340.054
151	3.121570835	0.538579705	f3x4	0.47011	1.65183	-2195895.864	3	4391797.728
151	3.121570835	0.538579705	cf3x4	0.449097	1.67902	-2218906.413	3	4437818.825
151	3.121570835	0.538579705	mg1	0.555175	1.81237	-2233919.593	3	4467845.186
151	3.121570835	0.538579705	mg3	0.544908	1.74465	-2193548.891	3	4387103.783
152	3.189030117	0.528768727	f61	0.477363	1.94221	-2245553.153	3	4491112.305
152	3.189030117	0.528768727	f1x4	0.430615	1.85919	-2308319.207	3	4616644.415
152	3.189030117	0.528768727	f3x4	0.434293	2.07476	-2300088.91	3	4600183.82
152	3.189030117	0.528768727	cf3x4	0.433758	1.92283	-2280117.906	3	4560241.812
152	3.189030117	0.528768727	mg1	0.573853	2.06792	-2306956.512	3	4613919.023
152	3.189030117	0.528768727	mg3	0.581488	2.27622	-2297920.661	3	4595847.322
153	3.613097602	0.682681659	f61	0.614124	1.8029	-2308385.215	3	4616776.43
153	3.613097602	0.682681659	f1x4	0.604665	1.78187	-2327824.095	3	4655654.19
153	3.613097602	0.682681659	f3x4	0.59373	1.73865	-2315416.045	3	4630838.09
153	3.613097602	0.682681659	cf3x4	0.57913	1.78431	-2333483.89	3	4666973.78
153	3.613097602	0.682681659	mg1	0.764747	1.87459	-2326700.988	3	4653407.977
153	3.613097602	0.682681659	mg3	0.741141	1.77178	-2313897.288	3	4627800.575
154	2.76708242	0.525416281	f61	0.509104	1.95695	-2054248.587	3	4108503.175
154	2.76708242	0.525416281	f1x4	0.497981	1.94649	-2077471.879	3	4154949.758
154	2.76708242	0.525416281	f3x4	0.508139	2.07446	-2051740.582	3	4103487.165
154	2.76708242	0.525416281	cf3x4	0.49316	2.01244	-2063766.676	3	4127539.353
154	2.76708242	0.525416281	mg1	0.515398	2.0112	-2076118.342	3	4152242.684
154	2.76708242	0.525416281	mg3	0.50438	2.02424	-2049816.289	3	4099638.578
155	3.311794658	0.620651776	f61	0.51875	1.96334	-2237567.675	3	4475141.349
155	3.311794658	0.620651776	f1x4	0.550369	1.97597	-2232076.633	3	4464159.267
155	3.311794658	0.620651776	f3x4	0.548604	1.88892	-2202885.573	3	4405777.145
155	3.311794658	0.620651776	cf3x4	0.524531	1.96742	-2230400.894	3	4460807.788
155	3.311794658	0.620651776	mg1	0.65421	2.08196	-2231065.228	3	4462136.455
155	3.311794658	0.620651776	mg3	0.639145	1.9598	-2201188.04	3	4402382.081
156	3.272361116	0.526039961	f61	0.462747	1.70486	-2266871.108	3	4533748.217
156	3.272361116	0.526039961	f1x4	0.417651	1.64768	-2331665.236	3	4663336.471
156	3.272361116	0.526039961	f3x4	0.42377	1.80199	-2312181.86	3	4624369.719
156	3.272361116	0.526039961	cf3x4	0.421101	1.69866	-2300445.946	3	4600897.892
156	3.272361116	0.526039961	mg1	0.559577	1.78147	-2330565.776	3	4661137.552
156	3.272361116	0.526039961	mg3	0.566439	1.93362	-2310303.712	3	4620613.423
157	3.270272986	0.651726221	f61	0.602888	2.32956	-2160315.569	3	4320637.139
157	3.270272986	0.651726221	f1x4	0.616646	2.26618	-2177104.305	3	4354214.61
157	3.270272986	0.651726221	f3x4	0.635825	2.21738	-2131624.798	3	4263255.595
157	3.270272986	0.651726221	cf3x4	0.606755	2.32568	-2156170.235	3	4312346.47
157	3.270272986	0.651726221	mg1	0.68785	2.30111	-2175275.114	3	4350556.228
157	3.270272986	0.651726221	mg3	0.684593	2.20109	-2129048.005	3	4258102.01
158	3.63001401	0.668373725	f61	0.602669	1.87673	-2238704.392	3	4477414.785
158	3.63001401	0.668373725	f1x4	0.589917	1.85402	-2258098.44	3	4516202.88
158	3.63001401	0.668373725	f3x4	0.569836	1.91231	-2258276.255	3	4516558.51
158	3.63001401	0.668373725	cf3x4	0.569799	1.86518	-2254170.097	3	4508346.194
158	3.63001401	0.668373725	mg1	0.703899	1.98785	-2256797.156	3	4513600.313
158	3.63001401	0.668373725	mg3	0.685907	1.99003	-2256535.161	3	4513076.323
159	3.048785805	0.62746889	f61	0.597427	1.80334	-2115481.069	3	4230968.138
159	3.048785805	0.62746889	f1x4	0.573224	1.80916	-2136746.566	3	4273499.132
159	3.048785805	0.62746889	f3x4	0.557909	1.91927	-2137976.278	3	4275958.556
159	3.048785805	0.62746889	cf3x4	0.554693	1.80818	-2136226.593	3	4272459.187
159	3.048785805	0.62746889	mg1	0.606684	1.95073	-2135322.154	3	4270650.309
159	3.048785805	0.62746889	mg3	0.584198	1.97055	-2136241.41	3	4272488.821
15	3.184716944	0.604026039	f61	0.577493	2.08668	-2125626.649	3	4251259.298
15	3.184716944	0.604026039	f1x4	0.579058	2.08369	-2138123.509	3	4276253.018
15	3.184716944	0.604026039	f3x4	0.584544	2.13992	-2110748.879	3	4221503.759
15	3.184716944	0.604026039	cf3x4	0.5684	2.12931	-2127252.552	3	4254511.105
15	3.184716944	0.604026039	mg1	0.627832	2.20175	-2137719.046	3	4275444.092
15	3.184716944	0.604026039	mg3	0.6105	2.16369	-2109871.936	3	4219749.872
160	3.217400032	0.655528177	f61	0.545923	1.88768	-2261967.501	3	4523941.002
160	3.217400032	0.655528177	f1x4	0.60864	1.97251	-2208636.015	3	4417278.031
160	3.217400032	0.655528177	f3x4	0.585459	1.92071	-2233254.012	3	4466514.024
160	3.217400032	0.655528177	cf3x4	0.573159	1.9472	-2232937.458	3	4465880.915
160	3.217400032	0.655528177	mg1	0.683516	2.10272	-2207445.557	3	4414897.114
160	3.217400032	0.655528177	mg3	0.647048	1.98278	-2231652.606	3	4463311.211
161	3.610486876	0.646287369	f61	0.560731	1.55862	-2372179.288	3	4744364.576
161	3.610486876	0.646287369	f1x4	0.566583	1.55838	-2371358.519	3	4742723.037
161	3.610486876	0.646287369	f3x4	0.545658	1.57379	-2360256.417	3	4720518.833
161	3.610486876	0.646287369	cf3x4	0.541989	1.56849	-2371779.435	3	4743564.869
161	3.610486876	0.646287369	mg1	0.744777	1.65957	-2369213.249	3	4738432.499
161	3.610486876	0.646287369	mg3	0.730747	1.63728	-2357948.399	3	4715902.797
162	3.261735732	0.529313273	f61	0.471465	1.76569	-2246450.652	3	4492907.304
162	3.261735732	0.529313273	f1x4	0.42806	1.69154	-2307160.239	3	4614326.478
162	3.261735732	0.529313273	f3x4	0.436085	1.86765	-2289511.2	3	4579028.4
162	3.261735732	0.529313273	cf3x4	0.432578	1.75297	-2276597.751	3	4553201.501
162	3.261735732	0.529313273	mg1	0.565905	1.8517	-2305640.5	3	4611287
162	3.261735732	0.529313273	mg3	0.573982	2.01332	-2287192.645	3	4574391.29
163	3.189560302	0.773297936	f61	0.745926	2.66209	-2118614.897	3	4237235.793
163	3.189560302	0.773297936	f1x4	0.769883	2.58021	-2119207.489	3	4238420.979
163	3.189560302	0.773297936	f3x4	0.796202	2.48419	-2070541.741	3	4141089.483
163	3.189560302	0.773297936	cf3x4	0.755557	2.61365	-2101796.177	3	4203598.354
163	3.189560302	0.773297936	mg1	0.807223	2.61372	-2118082.282	3	4236170.563
163	3.189560302	0.773297936	mg3	0.799046	2.47339	-2068582.632	3	4137171.264
164	3.518455346	0.643912086	f61	0.606232	2.17665	-2242504.831	3	4485015.662
164	3.518455346	0.643912086	f1x4	0.610944	2.13367	-2251223.697	3	4502453.394
164	3.518455346	0.643912086	f3x4	0.609002	2.10488	-2233101.205	3	4466208.41
164	3.518455346	0.643912086	cf3x4	0.589022	2.15128	-2248233.644	3	4496473.289
164	3.518455346	0.643912086	mg1	0.725455	2.19646	-2249533.578	3	4499073.157
164	3.518455346	0.643912086	mg3	0.708432	2.09563	-2231059.164	3	4462124.327
165	3.348166339	0.628481622	f61	0.556573	1.97969	-2228808.119	3	4457622.238
165	3.348166339	0.628481622	f1x4	0.547053	1.94726	-2253585.519	3	4507177.037
165	3.348166339	0.628481622	f3x4	0.51682	1.957	-2251625.212	3	4503256.423
165	3.348166339	0.628481622	cf3x4	0.523926	1.98085	-2249126.864	3	4498259.727
165	3.348166339	0.628481622	mg1	0.661763	2.09886	-2251418.277	3	4502842.554
165	3.348166339	0.628481622	mg3	0.646674	2.05559	-2249375.713	3	4498757.426
166	3.030608374	0.533010255	f61	0.531484	1.8605	-2136377.228	3	4272760.456
166	3.030608374	0.533010255	f1x4	0.510405	1.91915	-2159695.372	3	4319396.744
166	3.030608374	0.533010255	f3x4	0.499869	2.08985	-2189207.44	3	4378420.88
166	3.030608374	0.533010255	cf3x4	0.491067	1.9134	-2166897.654	3	4333801.308
166	3.030608374	0.533010255	mg1	0.546151	2.12184	-2158216.497	3	4316438.994
166	3.030608374	0.533010255	mg3	0.51752	2.18473	-2187445.984	3	4374897.968
167	3.420885965	0.734375618	f61	0.698904	1.89814	-2155414.242	3	4310834.484
167	3.420885965	0.734375618	f1x4	0.678056	1.87899	-2170903.426	3	4341812.851
167	3.420885965	0.734375618	f3x4	0.646402	1.9285	-2170768.683	3	4341543.366
167	3.420885965	0.734375618	cf3x4	0.652343	1.86574	-2169893.323	3	4339792.646
167	3.420885965	0.734375618	mg1	0.734421	2.00892	-2169014.019	3	4338034.039
167	3.420885965	0.734375618	mg3	0.712031	2.00447	-2168070.546	3	4336147.092
168	3.559484844	0.739582719	f61	0.679185	2.04749	-2237423.116	3	4474852.233
168	3.559484844	0.739582719	f1x4	0.688038	2.08427	-2246878.923	3	4493763.847
168	3.559484844	0.739582719	f3x4	0.653964	2.08521	-2267225.34	3	4534456.68
168	3.559484844	0.739582719	cf3x4	0.655361	2.08771	-2253671.876	3	4507349.751
168	3.559484844	0.739582719	mg1	0.800533	2.15656	-2245442.66	3	4490891.319
168	3.559484844	0.739582719	mg3	0.766695	2.15093	-2265691.968	3	4531389.936
169	3.627262792	0.712126035	f61	0.616363	1.75497	-2264672.28	3	4529350.56
169	3.627262792	0.712126035	f1x4	0.621073	1.74025	-2276975.859	3	4553957.719
169	3.627262792	0.712126035	f3x4	0.621497	1.78191	-2269720.067	3	4539446.134
169	3.627262792	0.712126035	cf3x4	0.605305	1.74271	-2268678.727	3	4537363.455
169	3.627262792	0.712126035	mg1	0.757353	1.81466	-2275306.335	3	4550618.67
169	3.627262792	0.712126035	mg3	0.737084	1.79822	-2267453.515	3	4534913.029
16	3.400255917	0.697211008	f61	0.570098	1.86709	-2290919.352	3	4581844.704
16	3.400255917	0.697211008	f1x4	0.602534	1.91478	-2264230.861	3	4528467.721
16	3.400255917	0.697211008	f3x4	0.578106	1.8991	-2283729.532	3	4567465.063
16	3.400255917	0.697211008	cf3x4	0.574061	1.89976	-2279670.168	3	4559346.335
16	3.400255917	0.697211008	mg1	0.741303	2.07822	-2262097.325	3	4524200.65
16	3.400255917	0.697211008	mg3	0.713479	2.01521	-2281433.099	3	4562872.199
170	3.056562194	0.493539634	f61	0.431244	1.80601	-2222034.066	3	4444074.132
170	3.056562194	0.493539634	f1x4	0.421194	1.77205	-2252106.879	3	4504219.757
170	3.056562194	0.493539634	f3x4	0.386843	1.80749	-2265267.387	3	4530540.774
170	3.056562194	0.493539634	cf3x4	0.403795	1.80944	-2244753.074	3	4489512.148
170	3.056562194	0.493539634	mg1	0.504958	1.94438	-2251215.159	3	4502436.318
170	3.056562194	0.493539634	mg3	0.493689	1.95614	-2263756.059	3	4527518.118
171	3.236509158	0.569699137	f61	0.491406	1.90652	-2233602.867	3	4467211.734
171	3.236509158	0.569699137	f1x4	0.514951	1.8929	-2228464.568	3	4456935.136
171	3.236509158	0.569699137	f3x4	0.530858	1.8588	-2189802.758	3	4379611.516
171	3.236509158	0.569699137	cf3x4	0.504121	1.90572	-2215718.01	3	4431442.02
171	3.236509158	0.569699137	mg1	0.613868	2.02168	-2227746.476	3	4455498.953
171	3.236509158	0.569699137	mg3	0.603102	1.93275	-2188071.635	3	4376149.27
172	2.997974298	0.56404692	f61	0.556318	1.90058	-2100578.149	3	4201162.299
172	2.997974298	0.56404692	f1x4	0.534383	1.91501	-2126845.088	3	4253696.175
172	2.997974298	0.56404692	f3x4	0.536402	2.08165	-2129429.727	3	4258865.453
172	2.997974298	0.56404692	cf3x4	0.524348	1.95663	-2123724.645	3	4247455.289
172	2.997974298	0.56404692	mg1	0.564942	2.03897	-2124997.849	3	4250001.697
172	2.997974298	0.56404692	mg3	0.54386	2.07998	-2127339.557	3	4254685.114
173	3.697617274	0.752894945	f61	0.604008	1.62416	-2347159.679	3	4694325.358
173	3.697617274	0.752894945	f1x4	0.662387	1.66474	-2298624.367	3	4597254.735
173	3.697617274	0.752894945	f3x4	0.646071	1.72368	-2305748.538	3	4611503.076
173	3.697617274	0.752894945	cf3x4	0.63097	1.66768	-2309423.307	3	4618852.614
173	3.697617274	0.752894945	mg1	0.83254	1.7692	-2296889.119	3	4593784.237
173	3.697617274	0.752894945	mg3	0.811594	1.79577	-2303588.593	3	4607183.187
174	3.060589646	0.434495925	f61	0.380874	1.59111	-2257305.799	3	4514617.599
174	3.060589646	0.434495925	f1x4	0.336195	1.52957	-2332068.804	3	4664143.609
174	3.060589646	0.434495925	f3x4	0.345024	1.67228	-2302576.535	3	4605159.07
174	3.060589646	0.434495925	cf3x4	0.342196	1.58221	-2295458.682	3	4590923.364
174	3.060589646	0.434495925	mg1	0.46157	1.69208	-2331326.247	3	4662658.494
174	3.060589646	0.434495925	mg3	0.47069	1.84536	-2300956.539	3	4601919.078
175	3.190209399	0.551514162	f61	0.491562	1.90592	-2204353.007	3	4408712.013
175	3.190209399	0.551514162	f1x4	0.450564	1.84435	-2266467.905	3	4532941.811
175	3.190209399	0.551514162	f3x4	0.449854	2.03304	-2257416.777	3	4514839.555
175	3.190209399	0.551514162	cf3x4	0.450073	1.88626	-2236543.259	3	4473092.518
175	3.190209399	0.551514162	mg1	0.584402	2.06992	-2265235.69	3	4530477.38
175	3.190209399	0.551514162	mg3	0.587482	2.24493	-2255614.401	3	4511234.802
176	3.210579929	0.51744604	f61	0.466017	1.66784	-2248609.058	3	4497224.117
176	3.210579929	0.51744604	f1x4	0.454562	1.63073	-2283494.55	3	4566995.1
176	3.210579929	0.51744604	f3x4	0.427592	1.65574	-2280424.424	3	4560854.849
176	3.210579929	0.51744604	cf3x4	0.436984	1.66608	-2274129.279	3	4548264.557
176	3.210579929	0.51744604	mg1	0.555674	1.75658	-2281721.723	3	4563449.446
176	3.210579929	0.51744604	mg3	0.54554	1.73702	-2278160.873	3	4556327.746
177	3.386224422	0.583624394	f61	0.498847	1.70136	-2322067.279	3	4644140.558
177	3.386224422	0.583624394	f1x4	0.502304	1.67829	-2338149.121	3	4676304.242
177	3.386224422	0.583624394	f3x4	0.50188	1.72095	-2325755.235	3	4651516.47
177	3.386224422	0.583624394	cf3x4	0.491602	1.69121	-2325581.128	3	4651168.256
177	3.386224422	0.583624394	mg1	0.644779	1.76941	-2337550.149	3	4675106.299
177	3.386224422	0.583624394	mg3	0.631751	1.76577	-2324654.279	3	4649314.557
178	3.751722399	0.813961648	f61	0.719559	1.90037	-2236222.254	3	4472450.507
178	3.751722399	0.813961648	f1x4	0.716712	1.87261	-2244445.855	3	4488897.709
178	3.751722399	0.813961648	f3x4	0.692588	1.86204	-2242813.218	3	4485632.436
178	3.751722399	0.813961648	cf3x4	0.683489	1.8722	-2251009.642	3	4502025.285
178	3.751722399	0.813961648	mg1	0.854659	1.96984	-2242199.27	3	4484404.54
178	3.751722399	0.813961648	mg3	0.829065	1.89562	-2240274.666	3	4480555.331
179	3.50975754	0.611707641	f61	0.540455	1.58211	-2295364.025	3	4590734.049
179	3.50975754	0.611707641	f1x4	0.523154	1.572	-2320859.197	3	4641724.394
179	3.50975754	0.611707641	f3x4	0.506532	1.56005	-2316331.874	3	4632669.747
179	3.50975754	0.611707641	cf3x4	0.497632	1.5562	-2327503.899	3	4655013.798
179	3.50975754	0.611707641	mg1	0.674562	1.70973	-2319995.814	3	4639997.627
179	3.50975754	0.611707641	mg3	0.649154	1.62794	-2315010.524	3	4630027.048
17	3.608281408	0.638524356	f61	0.528328	1.6642	-2326664.251	3	4653334.502
17	3.608281408	0.638524356	f1x4	0.546637	1.63813	-2315944.379	3	4631894.758
17	3.608281408	0.638524356	f3x4	0.55316	1.6925	-2305359.703	3	4610725.407
17	3.608281408	0.638524356	cf3x4	0.537341	1.65269	-2305961.177	3	4611928.354
17	3.608281408	0.638524356	mg1	0.703576	1.68911	-2314091.253	3	4628188.506
17	3.608281408	0.638524356	mg3	0.694393	1.70708	-2303130.523	3	4606267.046
180	3.335658116	0.544585513	f61	0.454636	1.66941	-2325673.181	3	4651352.362
180	3.335658116	0.544585513	f1x4	0.458292	1.63713	-2338781.358	3	4677568.717
180	3.335658116	0.544585513	f3x4	0.455452	1.68211	-2332532.827	3	4665071.654
180	3.335658116	0.544585513	cf3x4	0.448951	1.65437	-2328562.831	3	4657131.662
180	3.335658116	0.544585513	mg1	0.604016	1.74929	-2337991.684	3	4675989.369
180	3.335658116	0.544585513	mg3	0.590969	1.7466	-2331309.117	3	4662624.234
181	3.607130116	0.714799088	f61	0.617679	1.8933	-2219397.629	3	4438801.258
181	3.607130116	0.714799088	f1x4	0.624577	1.87298	-2223362.271	3	4446730.541
181	3.607130116	0.714799088	f3x4	0.579689	1.88706	-2248167.248	3	4496340.496
181	3.607130116	0.714799088	cf3x4	0.592333	1.87681	-2234336.622	3	4468679.243
181	3.607130116	0.714799088	mg1	0.734966	2.01508	-2221326.607	3	4442659.214
181	3.607130116	0.714799088	mg3	0.705024	1.98909	-2245606.385	3	4491218.769
182	3.535262186	0.658420181	f61	0.575527	1.89073	-2268587.55	3	4537181.1
182	3.535262186	0.658420181	f1x4	0.56754	1.84843	-2281317.829	3	4562641.658
182	3.535262186	0.658420181	f3x4	0.543152	1.81712	-2281411.036	3	4562828.071
182	3.535262186	0.658420181	cf3x4	0.53544	1.84764	-2294050.531	3	4588107.063
182	3.535262186	0.658420181	mg1	0.710081	1.98572	-2279748.037	3	4559502.074
182	3.535262186	0.658420181	mg3	0.685718	1.88639	-2279497.828	3	4559001.656
183	3.106715047	0.659973944	f61	0.572134	2.70904	-2172382.124	3	4344770.249
183	3.106715047	0.659973944	f1x4	0.610683	2.66401	-2162459.127	3	4324924.254
183	3.106715047	0.659973944	f3x4	0.62363	2.52247	-2114443.867	3	4228893.734
183	3.106715047	0.659973944	cf3x4	0.587927	2.68589	-2154781.724	3	4309569.448
183	3.106715047	0.659973944	mg1	0.684065	2.71365	-2160933.763	3	4321873.526
183	3.106715047	0.659973944	mg3	0.670763	2.52089	-2112017.008	3	4224040.015
184	2.574664856	0.54096712	f61	0.503675	2.04894	-2045816.887	3	4091639.774
184	2.574664856	0.54096712	f1x4	0.525752	2.10407	-2067097.62	3	4134201.24
184	2.574664856	0.54096712	f3x4	0.493085	2.22075	-2090803.656	3	4181613.312
184	2.574664856	0.54096712	cf3x4	0.493312	2.04086	-2053323.104	3	4106652.207
184	2.574664856	0.54096712	mg1	0.549166	2.23404	-2062532.517	3	4125071.034
184	2.574664856	0.54096712	mg3	0.51551	2.26393	-2086239.132	3	4172484.263
185	3.544831391	0.645805863	f61	0.547674	1.64977	-2338857.215	3	4677720.431
185	3.544831391	0.645805863	f1x4	0.545299	1.63004	-2350048.34	3	4700102.681
185	3.544831391	0.645805863	f3x4	0.536986	1.69271	-2352732.406	3	4705470.811
185	3.544831391	0.645805863	cf3x4	0.530324	1.63299	-2345083.955	3	4690173.91
185	3.544831391	0.645805863	mg1	0.715258	1.76096	-2348915.122	3	4697836.244
185	3.544831391	0.645805863	mg3	0.695661	1.77053	-2351278.78	3	4702563.561
186	3.372716328	0.74857424	f61	0.667449	2.03199	-2154329.149	3	4308664.298
186	3.372716328	0.74857424	f1x4	0.698594	2.02443	-2141434.056	3	4282874.113
186	3.372716328	0.74857424	f3x4	0.703969	2.0092	-2132940.424	3	4265886.848
186	3.372716328	0.74857424	cf3x4	0.677951	2.05475	-2145915.692	3	4291837.384
186	3.372716328	0.74857424	mg1	0.749559	2.07809	-2140477.104	3	4280960.207
186	3.372716328	0.74857424	mg3	0.727552	2.01803	-2131259.943	3	4262525.886
187	3.68263435	0.722052494	f61	0.663902	1.8065	-2289015.172	3	4578036.345
187	3.68263435	0.722052494	f1x4	0.669145	1.76589	-2300255.161	3	4600516.323
187	3.68263435	0.722052494	f3x4	0.666933	1.80078	-2288242.443	3	4576490.886
187	3.68263435	0.722052494	cf3x4	0.653691	1.78428	-2289516.761	3	4579039.521
187	3.68263435	0.722052494	mg1	0.818657	1.81805	-2298183.208	3	4596372.415
187	3.68263435	0.722052494	mg3	0.8038	1.79797	-2285579.865	3	4571165.73
188	3.309075086	0.619040137	f61	0.53098	1.7407	-2249219.545	3	4498445.091
188	3.309075086	0.619040137	f1x4	0.547389	1.72891	-2259017.918	3	4518041.836
188	3.309075086	0.619040137	f3x4	0.555217	1.69622	-2226259.38	3	4452524.761
188	3.309075086	0.619040137	cf3x4	0.532929	1.7443	-2246635.827	3	4493277.653
188	3.309075086	0.619040137	mg1	0.664504	1.85352	-2257386.628	3	4514779.255
188	3.309075086	0.619040137	mg3	0.652183	1.77512	-2223684.809	3	4447375.617
189	3.370326854	0.724788627	f61	0.68153	1.83381	-2159433.143	3	4318872.286
189	3.370326854	0.724788627	f1x4	0.667196	1.85099	-2169862.296	3	4339730.591
189	3.370326854	0.724788627	f3x4	0.653918	1.9483	-2176158.882	3	4352323.764
189	3.370326854	0.724788627	cf3x4	0.645046	1.85357	-2170992.373	3	4341990.746
189	3.370326854	0.724788627	mg1	0.72063	1.98586	-2168260.834	3	4336527.668
189	3.370326854	0.724788627	mg3	0.692343	2.00327	-2174299.828	3	4348605.657
18	3.652663733	0.807188262	f61	0.689951	1.7271	-2223333.944	3	4446673.888
18	3.652663733	0.807188262	f1x4	0.718983	1.76512	-2201976.917	3	4403959.835
18	3.652663733	0.807188262	f3x4	0.70453	1.79424	-2215675.754	3	4431357.508
18	3.652663733	0.807188262	cf3x4	0.686351	1.75135	-2213539.69	3	4427085.379
18	3.652663733	0.807188262	mg1	0.809153	1.90784	-2200403.106	3	4400812.212
18	3.652663733	0.807188262	mg3	0.770127	1.85972	-2213757.181	3	4427520.363
